"10 mins","10 mins"
"30 mins","30 mins"
"60 mins","60 mins"
Fixed,Fixed
Percent,Percent
"Could not save session.","Could not save session."
"Your account is invalid. Please try again","Your account is invalid. Please try again"
Success,Success
"No POS available","No POS available"
"Cannot Continue to Login !","Cannot Continue to Login !"
"Logout Success!","Logout Success!"
"Cannot logout!","Cannot logout!"
"Can't retrieve access token, please get technical support.","Can't retrieve access token, please get technical support."
"Stock is assigned to at least one POS Location could not be deleted.","Stock is assigned to at least one POS Location could not be deleted."
"You cannot let a Stock linked to a POS Location with no assigned Source. Please choose a Source.","You cannot let a Stock linked to a POS Location with no assigned Source. Please choose a Source."
"The Stock is already linked to a POS Location. You can assign only one Source to the Stock.","The Stock is already linked to a POS Location. You can assign only one Source to the Stock."
"Notice that in order to assign this Stock to POS Location, one Stock can only be mapped to a Source.","Notice that in order to assign this Stock to POS Location, one Stock can only be mapped to a Source."
"Not all of your products are available in the requested quantity.","Not all of your products are available in the requested quantity."
Edit,Edit
Detail,Detail
N/A,N/A
"Current Staff","Current Staff"
"Type %1 is not an instance of %2","Type %1 is not an instance of %2"
[GLOBAL],[GLOBAL]
"Excl. Tax","Excl. Tax"
Total,Total
"Incl. Tax","Incl. Tax"
"Order & Customer Information","Order & Customer Information"
"The order confirmation email was sent","The order confirmation email was sent"
"The order confirmation email is not sent","The order confirmation email is not sent"
"Order # %1","Order # %1"
"Order Date","Order Date"
"Order Date (%1)","Order Date (%1)"
"Order Status","Order Status"
"Payment Status","Payment Status"
"Delivery Date","Delivery Date"
"Link to the New Order","Link to the New Order"
"Link to the Previous Order","Link to the Previous Order"
"Placed from IP","Placed from IP"
"%1 / %2 rate:","%1 / %2 rate:"
"Account Information","Account Information"
"Edit Customer","Edit Customer"
"Customer Name","Customer Name"
Email,Email
Phone,Phone
"Customer Group","Customer Group"
"Address Information","Address Information"
"Billing Address","Billing Address"
"Shipping Address","Shipping Address"
"Location Name","Location Name"
Address,Address
View,View
"No POS Location is associated to this Stock","No POS Location is associated to this Stock"
"No manage stock","No manage stock"
Cancel,Cancel
"Cash Transactions","Cash Transactions"
"Cash In","Cash In"
"Cash Out","Cash Out"
Refresh,Refresh
Staff,Staff
Opened,Opened
Closed,Closed
"Put Money In","Put Money In"
"Take Money Out","Take Money Out"
"Edit Closing Balance","Edit Closing Balance"
"Opening Balance","Opening Balance"
"Theoretical Closing Balance","Theoretical Closing Balance"
"Real Closing Balance","Real Closing Balance"
Difference,Difference
Note,Note
X-Report,X-Report
"Close Session","Close Session"
Validate,Validate
Z-Report,Z-Report
Admin,Admin
Checkout,Checkout
"Magestore Omnichannel","Magestore Omnichannel"
"General Configuration","General Configuration"
"POS Logo","POS Logo"
"User Session Lifetime","User Session Lifetime"
"Google API Key","Google API Key"
Product,Product
"Barcode Attribute","Barcode Attribute"
"Show additional attributes on grid","Show additional attributes on grid"
"Add out-of-stock product to cart","Add out-of-stock product to cart"
"Need to confirm before deleting cart","Need to confirm before deleting cart"
"Automatically send email after completing order","Automatically send email after completing order"
"Use Custom Prefix for POS Order ID","Use Custom Prefix for POS Order ID"
"Prefix for POS Order ID","Prefix for POS Order ID"
"Default Guest Checkout","Default Guest Checkout"
"Enable Guest Checkout","Enable Guest Checkout"
"First Name","First Name"
"Last Name","Last Name"
"Shipping for POS","Shipping for POS"
"Shipping Methods","Shipping Methods"
"Enable Delivery Date","Enable Delivery Date"
"Payment for POS","Payment for POS"
"Tax Configuration","Tax Configuration"
"Default Tax Class for Custom Sale","Default Tax Class for Custom Sale"
"Price Display Settings","Price Display Settings"
"Display product price in product list","Display product price in product list"
"Display shipping price","Display shipping price"
"Shopping Cart Display Settings","Shopping Cart Display Settings"
"Display Prices","Display Prices"
"Display Subtotal","Display Subtotal"
"Display Shipping Amount","Display Shipping Amount"
"Display Full Tax Summary","Display Full Tax Summary"
"Display Zero Tax subtotal","Display Zero Tax subtotal"
"Orders, Invoices, Credit Memos Display Settings","Orders, Invoices, Credit Memos Display Settings"
"Fixed Product Taxes","Fixed Product Taxes"
"Display Product Prices","Display Product Prices"
"Include FPT in Subtotal","Include FPT in Subtotal"
"Omni-channel Experience","Omni-channel Experience"
"Buy at store, fulfill online","Buy at store, fulfill online"
"Session Management","Session Management"
"Manage Session","Manage Session"
"Cash Control","Cash Control"
"View session history since","View session history since"
Synchronization,Synchronization
"Product synchronization time","Product synchronization time"
"Stock Item synchronization time","Stock Item synchronization time"
"Customer synchronization time","Customer synchronization time"
"Order synchronization time","Order synchronization time"
"Session synchronization time","Session synchronization time"
"Sync order history since","Sync order history since"
"Custom receipt","Custom receipt"
"Display reason for custom price","Display reason for custom price"
About,About
"Product Version","Product Version"
"POS Enterprise","POS Enterprise"
Modules,Modules
Version,Version
"WebPOS API","WebPOS API"
"WebPOS API cache","WebPOS API cache"
"WebPOS Search Product","WebPOS Search Product"
"Reorganize EAV product structure to search on WebPOS","Reorganize EAV product structure to search on WebPOS"
"Associated Pos Locations","Associated Pos Locations"
"Fulfill Online","Fulfill Online"
IDs,IDs
"Closing Balance","Closing Balance"
"Add Denomination","Add Denomination"
"Delete items","Delete items"
"Are you sure you want to delete selected items?","Are you sure you want to delete selected items?"
Name,Name
Value,Value
Thumbnail,Thumbnail
Type,Type
"Attribute Set","Attribute Set"
SKU,SKU
Price,Price
Visibility,Visibility
Quantity,Quantity
"Salable Quantity","Salable Quantity"
Status,Status
Websites,Websites
"Contact Email","Contact Email"
Telephone,Telephone
Description,Description
"Stock Selection","Stock Selection"
Stock,Stock
Street,Street
City,City
Country,Country
"State or Province","State or Province"
"Zip/Postal Code","Zip/Postal Code"
"Add Location","Add Location"
"Are you sure you want to do this?","Are you sure you want to do this?"
"Add POS","Add POS"
"Order were converted.","Order were converted."
"Necessary only if an image has been uploaded above. Enter number of pixels, without appending "px". Default is 250.","Necessary only if an image has been uploaded above. Enter number of pixels, without appending "px". Default is 250."
"Necessary only if an image has been uploaded above. Enter number of pixels, without appending "px". Default is 50.","Necessary only if an image has been uploaded above. Enter number of pixels, without appending "px". Default is 50."

